crop,temp_c,humidity,gas_ppm,hours_since_harvest,vqi,weight
Banana,23.61,68.75,432.05,23,5.03,93.84061668672658
Banana,28.14,66.22,402.24,16,6.61,108.67009175559073
Banana,24.35,64.25,434.38,10,7.74,110.57754877960627
Banana,26.11,52.71,448.54,27,6.92,137.69545529142417
Banana,31.04,61.3,45.77,18,5.62,100.8846999224041
Banana,29.53,60.11,230.76,10,7.1,122.4848696330674
Banana,27.37,55.69,222.83,4,7.17,137.21606003955196
Banana,22.82,61.45,3.54,17,5.53,91.82890307223911
Banana,28.0,74.29,340.65,14,6.64,118.74285184287035
Banana,28.2,70.79,279.43,27,5.06,133.01674409284863
Banana,20.7,60.82,408.72,18,6.49,95.8434025045671
Banana,28.05,62.06,33.99,33,4.42,149.4484098114542
Banana,23.77,62.07,97.15,25,5.62,114.40220199827364
Banana,22.56,68.78,51.31,37,4.75,104.36769602367328
Banana,23.63,67.02,3.7,23,6.57,127.65488845646621
Banana,20.52,61.44,131.39,10,5.58,97.31562926374306
Banana,25.78,62.02,105.16,23,5.39,106.7271530789342
Banana,23.98,70.41,290.73,42,4.83,114.71058718881541
Banana,30.42,72.62,126.07,47,3.98,113.07352742944413
Banana,25.92,60.52,371.25,21,5.41,120.67575121441662
Banana,24.84,64.41,149.13,4,6.54,119.37536679990848
Banana,22.22,65.64,227.6,37,5.17,115.61856112211372
Banana,25.72,64.05,285.11,34,5.42,101.93542343723678
Banana,31.06,70.65,475.44,19,6.08,124.37030814766136
Banana,31.64,64.24,230.69,37,4.96,121.51801004743692
Banana,25.91,74.54,72.02,11,5.65,139.63903132146677
Banana,26.79,71.0,110.83,37,5.09,113.36917518405899
Banana,29.11,61.57,208.53,22,6.12,122.7957278423576
Banana,23.92,65.33,245.03,26,5.72,128.49027330382182
Banana,28.11,60.12,105.4,41,4.74,126.75922309352822
Banana,34.1,63.04,125.25,10,7.27,135.5946171924597
Banana,29.3,69.35,70.18,28,4.96,84.92106690476393
Banana,29.2,66.23,418.72,16,5.78,115.81963464287135
Banana,31.03,75.56,194.1,33,4.1,115.07844595518914
Banana,29.71,58.89,340.3,45,4.66,143.4198582988145
Banana,26.24,64.84,194.15,40,5.09,88.75092671585074
Banana,23.46,62.47,288.55,17,5.59,124.26728073718387
Banana,26.6,63.42,345.16,29,5.45,112.05659783828786
Banana,24.09,65.21,32.13,7,6.47,106.89219489005299
Banana,26.15,61.62,75.49,7,7.3,119.9721204354288
Banana,24.39,69.79,139.35,39,4.81,129.14744844573949
Banana,25.83,73.76,492.04,3,6.36,85.29601619673441
Banana,22.54,53.32,104.19,42,6.22,121.61742725262509
Banana,24.92,71.96,320.73,41,5.04,133.66164167700828
Banana,28.22,77.58,25.79,8,5.83,127.25613372904975
Banana,28.97,65.95,246.7,28,5.41,154.36768926605163
Banana,28.32,61.95,256.62,29,4.29,105.83836572239056
Banana,25.87,62.14,457.27,17,5.13,130.2370911495021
Banana,27.37,63.46,319.7,10,6.34,132.62795161074533
Banana,32.83,67.15,387.45,16,6.17,103.19493459625113
Banana,24.84,62.86,159.26,35,5.74,129.73287057939572
Banana,31.81,64.6,139.54,21,5.81,120.2220210947565
Banana,22.67,60.22,33.59,15,6.36,120.31696856235523
Banana,21.87,62.72,194.13,12,6.29,130.69955552947457
Banana,26.56,62.94,465.12,31,5.75,142.122703601985
Banana,26.89,64.82,190.61,4,7.11,115.76526950243347
Banana,23.61,57.72,102.93,3,8.71,141.14741415446494
Banana,26.01,63.35,359.54,15,5.6,132.87107254015052
Banana,28.21,63.93,462.27,30,6.07,122.59396548223954
Banana,24.08,65.92,486.5,6,8.26,115.28793175013202
Banana,30.05,71.99,238.81,45,4.1,93.21622876121158
Banana,30.38,64.49,104.41,47,4.21,105.97977298210502
Banana,30.74,58.91,81.82,7,7.19,94.13253711983963
Banana,24.28,65.66,357.91,9,6.38,144.6239375459089
Banana,24.67,61.46,357.84,40,4.49,111.63839488371478
Banana,26.48,61.33,197.06,40,6.03,100.84132859570627
Banana,26.18,63.52,497.35,45,4.89,108.37019767504077
Banana,26.02,62.4,393.74,30,5.01,107.87462865331604
Banana,29.27,59.67,185.02,40,4.58,129.60213497440188
Banana,28.84,62.57,184.99,45,4.78,115.45185991772908
Banana,24.38,67.28,208.27,28,5.49,118.65595275699597
Banana,23.58,65.2,13.48,17,6.22,139.62518890646982
Banana,23.28,60.04,359.49,28,5.96,100.80721580384326
Banana,24.36,60.7,299.64,40,6.08,128.40139612361773
Banana,29.54,65.62,64.44,41,3.88,124.75404050366375
Banana,27.43,60.06,346.7,2,7.37,116.41506207157016
Banana,29.78,60.52,376.33,46,4.58,132.2857677356508
Banana,21.9,62.14,170.42,34,5.2,125.43290687985181
Banana,27.82,60.14,100.79,40,5.08,126.3967839019989
Banana,27.78,65.5,219.62,28,4.32,98.20240108014409
Banana,30.6,63.46,414.33,18,6.63,86.21461727655421
Banana,25.77,72.02,435.36,16,5.7,104.78664438232667
Banana,25.56,59.19,439.37,23,5.46,103.37090451747451
Banana,31.52,70.75,430.9,20,5.74,128.5493526548303
Banana,26.49,66.19,215.25,29,4.83,109.17903798508627
Banana,27.53,72.46,367.52,24,4.79,92.15615870045187
Banana,28.43,71.78,336.97,37,3.48,125.08067470861413
Banana,22.0,62.86,233.92,40,5.81,87.54936029783008
Banana,27.12,57.96,106.74,21,5.85,133.1198242350129
Banana,23.26,64.26,419.13,10,6.97,128.10408937596773
Banana,26.74,55.12,411.44,24,6.27,78.20336038175908
Banana,26.12,68.3,199.77,46,3.98,113.7835734167794
Banana,25.48,65.76,309.9,8,6.98,108.41947564112608
Banana,28.88,62.01,32.44,32,5.7,91.81828766644078
Banana,27.29,62.75,21.25,12,5.55,141.71748134991944
Banana,23.82,59.89,305.85,41,4.94,78.26035979388593
Banana,23.72,64.84,214.14,18,6.04,83.18226738114707
Banana,29.52,60.04,399.37,37,5.01,113.91183196060919
Banana,26.89,64.81,317.23,27,7.75,108.3038824035349
Banana,22.73,66.77,152.11,37,4.7,108.348586499512
Banana,25.75,68.25,178.18,19,5.59,127.29637382030559
Banana,26.53,67.23,308.46,32,4.95,120.06935879723824
Banana,23.3,63.51,459.82,36,5.81,102.61334239096387
Banana,25.09,67.22,466.24,42,5.26,125.03973452042845
Banana,29.75,65.68,434.93,29,5.39,110.09718217547018
Banana,34.47,65.63,486.31,27,5.64,106.41085410005337
Banana,27.91,59.87,426.69,7,6.81,145.49613723358542
Banana,22.94,58.76,185.96,35,5.24,129.01239332073484
Banana,26.35,66.29,133.32,29,4.94,104.74205780658455
Banana,27.37,67.43,450.02,45,4.0,86.84801790349164
Banana,29.36,61.89,247.31,10,5.42,114.10037160587088
Banana,29.43,70.87,189.44,30,4.85,122.83270714319725
Banana,31.09,76.07,305.89,35,4.61,95.350830768344
Banana,27.0,73.77,152.96,13,5.07,123.23009234980361
Banana,27.05,63.67,333.59,17,6.16,122.82697046265467
Banana,21.34,62.83,276.51,8,6.57,93.08384402588507
Banana,23.96,68.93,212.55,32,5.73,109.12914024803844
Banana,22.91,68.39,184.68,34,4.56,120.73205915515562
Banana,24.48,59.43,92.06,8,7.76,97.9256954751254
Banana,23.54,63.79,62.64,4,7.18,117.79667814015558
Banana,23.75,68.31,365.68,21,5.14,122.16917974406819
Banana,30.27,60.52,50.68,6,6.62,123.87383808677677
Banana,21.23,61.28,254.63,4,6.95,117.71282394933901
Banana,26.4,62.03,190.58,39,5.26,138.6475776764004
Banana,29.59,63.0,262.63,16,5.36,147.78150838513093
Banana,26.1,57.15,177.03,36,5.9,96.32251341832698
Banana,30.98,68.46,278.24,24,5.93,105.79845594853666
Banana,25.2,61.33,95.82,34,6.29,104.45476367198515
Banana,32.25,66.01,319.75,3,6.73,92.35570196232344
Banana,22.29,65.48,432.22,37,5.16,107.72895079185545
Banana,30.99,59.94,456.54,22,7.09,97.5286335685914
Banana,24.32,56.17,69.04,15,7.56,101.97297211868859
Banana,31.33,65.45,229.98,15,6.62,123.01738204400061
Banana,25.6,62.82,405.56,43,5.58,110.73726625837966
Banana,30.31,67.28,404.04,12,6.37,100.26270317255255
Banana,30.82,69.06,395.15,5,6.64,102.1805666595857
Banana,25.27,54.81,116.15,31,5.97,91.67224422713177
Banana,30.07,63.84,108.76,37,3.87,99.72276245572034
Banana,26.92,70.21,120.29,21,5.96,131.434703492949
Banana,22.61,72.19,145.49,17,5.07,109.15399897876937
Banana,28.52,55.84,77.94,35,4.84,109.25431855475382
Banana,23.95,70.76,213.53,46,3.54,106.69964559895885
Banana,25.04,59.95,270.6,9,7.9,118.72807189279656
Banana,24.32,68.53,153.97,46,3.48,119.01296435483957
Banana,28.13,62.26,51.04,21,6.92,125.88827566363027
Banana,24.04,68.73,80.92,22,3.62,127.6209101441606
Banana,23.32,63.19,331.64,41,3.45,98.91197591765628
Banana,23.87,57.81,235.91,31,5.86,117.94659888211984
Banana,24.87,62.09,315.53,37,3.97,130.9830724842765
Banana,28.49,67.7,124.13,6,5.76,127.05189571712474
Banana,29.73,62.89,221.89,22,5.9,113.41183472553219
Banana,29.68,59.63,446.07,39,4.61,107.26830343288842
Banana,26.9,58.64,158.91,24,4.91,94.97107288062205
Banana,26.82,60.95,292.79,20,5.78,106.0047342747763
Banana,26.45,60.91,92.17,11,7.01,129.01380148431247
Banana,28.33,67.87,340.74,28,6.43,132.47152737718
Banana,30.36,63.02,364.69,36,4.83,106.46907597570895
Banana,26.55,63.51,497.55,14,6.77,117.42411546396207
Banana,28.6,64.1,455.88,10,6.12,120.90312930084933
Banana,23.28,67.7,323.77,18,5.09,86.33149038395736
Banana,29.56,68.19,328.56,32,5.74,135.1626076715944
Banana,27.65,62.37,237.63,43,4.64,110.07673637373682
Banana,23.9,63.68,26.38,45,4.57,104.98725394280231
Banana,30.21,68.21,188.27,46,5.93,121.07918753304095
Banana,23.28,61.52,397.97,25,5.11,127.59067192880886
Banana,20.18,62.26,171.4,43,6.07,97.6429723494533
Banana,29.54,68.2,30.14,20,5.64,115.67978721592391
Banana,28.16,62.13,265.54,31,6.04,132.72870333239163
Banana,23.37,66.24,470.67,6,7.62,108.45712138486475
Banana,28.07,57.1,196.72,9,5.67,112.4189727660831
Banana,30.51,67.92,474.01,38,5.35,117.39229951831918
Banana,27.78,64.0,223.07,37,5.31,110.79345516045265
Banana,34.32,67.03,78.72,26,5.28,116.62413968241653
Banana,24.45,70.6,493.76,46,4.03,119.64816952286333
Banana,20.29,63.33,321.61,6,7.15,108.17423272423184
Banana,22.77,57.33,488.14,34,5.79,102.46850199957696
Banana,20.12,63.19,140.53,23,5.87,105.45755889910238
Banana,33.42,71.07,349.58,43,5.32,92.93128945396698
Banana,26.99,65.85,123.92,26,5.08,84.37762183067791
Banana,32.82,59.68,192.87,44,2.97,120.9818527480453
Banana,25.94,64.03,418.64,30,5.61,114.83506234742406
Banana,24.28,67.44,344.59,46,4.33,107.6106445768423
Banana,21.81,64.37,89.76,31,5.81,120.11012100164325
Banana,25.81,64.24,37.04,31,4.97,113.07606027811862
Banana,29.53,61.43,62.1,45,4.79,112.22899852535741
Banana,26.33,61.83,155.82,47,5.21,122.92587940580671
Banana,22.21,66.11,35.2,32,5.72,115.42264518342422
Banana,28.96,67.46,393.25,35,4.25,107.47134391711275
Banana,29.52,64.13,8.1,29,5.7,96.0285982965496
Banana,25.41,62.53,435.66,11,6.86,100.83065626825127
Banana,25.03,68.78,495.4,5,5.59,134.66131745700977
Banana,21.87,62.88,92.63,34,5.9,118.85073529908283
Banana,28.88,66.45,96.25,18,5.73,128.78327935363018
Banana,25.61,67.67,81.65,12,6.52,136.64414646325534
Banana,18.96,58.68,433.05,8,5.93,122.42704051674586
Banana,22.54,65.7,39.18,18,5.41,134.01174894128562
Banana,28.69,51.51,285.49,29,6.59,109.52269768841265
Banana,25.97,64.49,424.3,18,6.83,118.74144329059962
Banana,23.59,67.9,461.65,42,4.31,129.99067691199184
Banana,27.16,66.68,142.33,11,5.66,106.27655946610497
Banana,24.48,69.0,481.87,27,4.77,109.99614254899998
Banana,25.07,66.75,170.83,7,7.02,112.35199575389068
Banana,26.19,62.29,63.97,18,5.14,91.2083984151399
Banana,32.06,57.3,216.93,17,6.55,116.51650445997929
Banana,32.04,65.57,395.48,40,4.32,110.90431889412343
Banana,21.09,67.39,75.47,27,5.38,124.14677421215748
Banana,26.81,56.21,489.24,5,7.01,126.19835154498834
Banana,22.64,67.02,317.38,21,5.73,93.2933175833067
Banana,23.81,65.44,1.64,42,3.42,122.24792515546028
Banana,21.42,63.18,379.38,12,5.67,133.73931409989024
Banana,24.4,67.2,8.79,24,4.77,116.78927346564608
Banana,23.42,63.62,132.6,34,4.83,127.12764202805128
Banana,30.08,63.3,314.46,32,4.47,125.00782684529193
Banana,24.47,58.64,2.81,8,6.94,110.87178699299332
Banana,21.16,67.02,352.55,23,6.22,113.56657905204352
Banana,26.99,58.47,336.51,6,6.97,139.5483501874088
Banana,26.47,61.58,211.06,38,3.94,98.2198538323079
Banana,26.21,67.28,468.32,2,6.6,124.64618090454326
Banana,28.83,64.16,202.61,7,5.78,128.09206966937427
Banana,30.7,73.55,454.88,46,3.33,113.43513834809455
Banana,26.17,67.96,98.86,5,6.34,125.36673963567296
Banana,27.8,68.76,66.39,31,5.62,132.7429892889127
Banana,26.24,69.27,116.01,31,4.96,117.46486257838154
Banana,28.52,63.79,245.83,18,5.32,104.52988874026376
Banana,22.59,62.34,409.97,25,5.68,129.7470356604711
Banana,28.85,58.93,439.7,32,4.69,96.29117198813891
Banana,27.85,57.73,210.61,29,5.46,125.40754024745603
Banana,24.12,70.74,192.58,46,4.14,122.59195851640814
Banana,33.63,61.89,313.15,44,4.72,105.78748297167127
Banana,22.92,69.47,174.32,5,6.06,101.81325180060387
Banana,27.99,57.64,66.45,40,4.16,100.11284273890709
Banana,24.13,64.09,46.09,20,7.24,88.44860192430012
Banana,28.73,71.34,31.37,25,6.23,113.14778297489737
Banana,33.0,66.33,417.67,8,7.78,92.86938723279482
Banana,29.33,66.46,26.17,47,3.64,123.23065347338849
Banana,26.65,62.07,234.01,10,6.65,128.41273727834258
Banana,29.79,60.49,371.82,23,5.8,104.80959252550598
Banana,25.23,64.78,465.65,3,6.63,113.91461769840089
Banana,28.47,59.37,353.62,28,5.75,156.10054538876707
Banana,27.26,64.46,170.68,17,5.82,122.82240122238112
Banana,23.35,69.91,278.11,6,7.31,121.66911763927776
Banana,32.13,58.66,378.42,13,6.08,92.97574398043317
Banana,30.73,68.21,106.38,27,7.18,96.68648928087043
Banana,24.43,69.98,482.83,16,7.6,111.00845872302915
Banana,30.08,63.7,374.58,4,6.53,105.00725290157717
Banana,23.47,65.17,395.46,10,6.3,143.06924825461996
Banana,28.39,62.6,153.64,29,5.65,107.26295933282738
Banana,27.14,63.45,382.47,40,5.65,97.79346060761684
Banana,32.04,69.09,307.42,37,4.57,108.76280587180754
Banana,28.0,68.62,457.75,26,6.56,137.24574520918935
Banana,22.36,66.97,361.88,42,4.23,107.14700380884155
Banana,30.06,68.04,126.5,29,5.31,95.89456395439488
Banana,25.68,66.0,65.9,22,4.66,130.22516554125193
Banana,25.54,58.87,115.88,30,6.15,128.04903429428953
Banana,27.09,70.32,336.04,26,4.95,92.9916697651395
Banana,25.28,60.53,214.05,31,5.51,120.51123791843786
Banana,32.38,64.5,210.95,40,5.29,102.28388101926468
Banana,29.42,69.27,470.3,12,7.01,126.46647982067014
Banana,23.57,57.99,324.92,20,6.15,124.42808900182709
Banana,24.82,68.12,454.59,12,5.03,106.1521526638221
Banana,23.07,59.04,125.46,26,5.46,120.79137427485433
Banana,29.9,67.97,323.91,2,6.07,136.13887123854343
Banana,26.8,71.01,448.24,33,4.5,112.44810466363313
Banana,24.07,61.31,43.63,22,5.76,138.91018689927776
Banana,31.72,60.66,260.64,46,3.99,94.17232339108524
Banana,28.51,65.38,383.48,14,5.39,119.81522283818201
Banana,27.56,60.5,172.18,35,6.35,116.98179261894632
Banana,27.42,54.11,254.14,18,6.06,106.9734872594776
Banana,22.93,64.87,488.53,20,5.87,108.65136608105904
Banana,28.68,66.68,222.72,11,6.18,118.46784424197558
Banana,25.74,63.36,48.8,43,4.47,99.57876649054813
Banana,29.61,65.57,314.12,10,7.85,129.39369836852325
Banana,28.92,70.24,126.22,12,5.79,132.49707114248844
Banana,26.82,63.21,41.39,39,6.49,126.19489279938591
Banana,26.6,63.87,260.08,32,4.4,125.32476745748002
Banana,31.98,64.9,275.34,3,6.1,120.91071202777815
Banana,22.99,63.43,460.01,25,6.54,108.63968582084345
Banana,25.28,63.43,226.26,43,5.03,121.3797884875037
Banana,30.41,73.54,249.03,6,6.11,150.38664266441788
Banana,31.46,65.63,478.93,31,5.5,111.02499142266674
Banana,26.59,63.52,281.52,40,5.14,104.39835076460403
Banana,24.9,71.92,60.98,36,5.15,132.6651419643412
Banana,24.96,70.43,287.19,18,6.84,118.81484276017096
Banana,22.7,68.12,324.28,32,5.93,106.30164148598575
Banana,33.01,61.95,300.82,3,6.26,112.53918572600531
Banana,26.56,78.66,105.27,17,5.78,117.6665661332707
Banana,28.39,57.17,469.23,22,6.24,77.76514641357554
Banana,28.43,56.09,449.27,31,5.84,97.30078091808059
Banana,31.45,66.91,74.36,2,5.74,115.6726011182177
Banana,25.74,63.22,469.09,15,5.56,155.6071877222068
Banana,25.95,52.61,56.7,17,6.01,90.93680990501531
Banana,29.49,64.3,455.09,10,6.8,137.55641774487123
Banana,21.62,65.39,420.84,9,5.58,126.16261519700589
Banana,31.47,64.16,221.11,10,6.38,97.44438036192354
Banana,32.21,66.51,44.53,35,5.25,128.53062307346607
Banana,27.74,62.65,111.47,46,5.3,121.39844231241652
Banana,24.19,64.31,386.43,34,4.65,122.65427018648862
Banana,29.56,71.54,462.71,23,5.54,105.260706905146
Banana,26.43,69.79,60.2,31,4.28,107.95514736496553
Banana,27.43,63.96,258.65,8,5.56,137.6356546598919
Banana,27.66,67.74,384.24,19,5.69,125.64206529768362
Banana,25.02,69.37,123.3,22,4.74,112.1286424854465
Banana,28.04,60.31,458.32,6,7.22,149.58272979897646
Banana,22.61,66.65,366.74,8,6.33,110.36556548416546
Banana,20.41,65.78,431.95,13,5.16,125.06539814508557
Banana,28.09,68.29,121.42,18,5.43,105.33704376222833
Banana,30.13,60.28,110.8,25,3.61,89.69052873159738
Banana,25.46,64.83,347.83,38,5.44,126.08710225258771
Banana,25.29,61.23,183.05,45,4.71,99.09370587954517
Banana,28.94,66.66,357.47,20,7.17,131.7195832230331
Banana,26.94,60.87,236.85,46,5.2,123.39559010431773
Banana,25.3,62.27,181.55,17,5.72,142.48740658166543
Banana,27.92,65.61,344.09,26,5.08,136.56692033652286
Banana,27.02,60.3,415.07,28,5.56,85.73132715620959
Banana,23.25,56.92,493.39,43,5.58,130.45845167672906
Banana,26.67,70.2,271.16,45,5.5,138.31322711532283
Banana,27.55,61.78,421.6,8,7.51,133.28321590044945
Banana,25.4,58.0,437.72,47,5.78,130.54661257349235
Banana,29.78,59.46,292.52,43,5.72,109.39059526328627
Banana,28.45,64.5,396.44,9,8.03,139.36628647281094
Banana,26.17,72.89,480.62,16,6.76,123.63748340133719
Banana,27.4,64.3,324.54,17,5.27,135.49576918600664
Banana,25.87,67.91,459.12,9,6.32,134.38076893482136
Banana,26.33,63.08,442.09,37,5.6,103.42957389890229
Banana,26.44,65.93,174.11,33,4.88,108.63724796622218
Banana,21.69,63.97,235.24,18,6.24,92.90948801782397
Banana,27.08,67.85,456.57,37,5.32,109.97216810135173
Banana,27.96,59.34,13.45,23,6.58,130.47094241359076
Banana,34.38,65.38,164.21,33,5.26,96.35910367862103
Banana,28.32,65.77,289.38,12,5.97,107.92879282051622
Banana,25.04,66.98,284.97,46,5.87,113.00635672022977
Banana,22.08,58.27,258.23,7,8.02,112.69331326808165
Banana,23.83,62.62,295.19,23,6.48,119.19100778857361
Banana,25.5,68.01,474.98,15,6.22,123.30571910336673
Banana,25.56,66.13,124.96,29,6.96,127.36306151257918
Banana,26.29,73.67,277.76,40,5.13,124.79181639974364
Banana,25.79,62.35,125.83,13,5.47,93.78015044041507
Banana,26.31,55.06,495.57,28,6.07,114.3670870647697
Banana,25.73,62.67,318.46,2,5.93,132.28548394227138
Banana,27.06,51.69,79.48,11,5.95,104.81882389327615
Banana,24.29,68.51,171.66,34,5.37,91.6442072908606
Banana,23.22,64.98,223.49,17,4.5,135.39841856781175
Banana,26.29,66.99,428.14,40,3.92,92.94309447218914
Banana,28.3,67.79,283.88,7,5.95,105.34584280026547
Banana,23.64,70.2,218.62,26,5.8,102.98083638685505
Banana,25.28,52.05,177.11,21,7.11,116.32496312935993
Banana,26.56,54.79,474.55,37,6.92,98.22196612364081
Banana,26.49,61.22,216.89,24,5.17,108.10916394528171
Banana,29.26,63.48,327.08,17,5.5,129.3777293757375
Banana,29.82,66.0,217.14,2,6.67,117.05052930747772
Banana,27.67,65.62,115.08,31,4.99,87.83395512915114
Banana,30.63,65.88,166.23,28,4.86,118.564225627166
Banana,25.89,57.18,90.26,3,6.55,119.47418811217993
Banana,29.52,61.03,362.6,22,6.41,144.63622938358287
Banana,25.16,63.39,469.85,10,5.47,119.10825667289562
Banana,27.89,64.25,40.05,25,6.19,115.63150007620442
Banana,28.93,62.5,143.72,42,4.26,134.70684369656243
Banana,27.17,66.27,107.49,40,5.74,108.4238957861274
Banana,24.11,59.29,342.19,43,4.77,103.18744406596267
Banana,21.98,62.59,48.69,8,6.82,116.72582930045994
Banana,28.67,67.51,382.6,31,4.62,96.68124001414755
Banana,26.18,66.02,113.3,46,4.12,121.6033741324051
Banana,26.39,63.13,325.45,3,7.66,127.10583148882671
Banana,31.5,63.25,34.45,13,5.9,126.2145416051496
Banana,24.16,62.62,74.72,14,7.51,123.26019790890005
Banana,29.22,63.32,369.08,4,6.64,135.79729623982826
Banana,24.79,62.48,214.22,44,3.88,87.99704826277092
Banana,26.47,63.18,114.12,41,6.14,98.450941024003
Banana,23.74,66.48,276.72,44,5.63,101.87565470291985
Banana,24.77,66.37,470.45,19,3.87,108.27261113745864
Banana,28.24,58.44,160.47,40,3.72,143.32051311249532
Banana,30.88,73.96,344.93,45,4.99,128.101832895054
Banana,28.27,62.28,48.78,7,6.31,83.1425405377107
Banana,27.92,67.34,166.88,43,3.84,93.51974291658232
Banana,34.65,59.64,354.02,28,6.16,123.35844848234014
Banana,28.68,72.31,14.54,16,5.48,89.52539103730726
Banana,24.2,67.69,432.57,16,5.24,140.47268773439288
Banana,21.95,66.91,429.63,20,6.12,104.26966265248149
Banana,28.14,64.11,98.29,39,4.51,115.74708326271801
Banana,22.78,55.8,320.7,21,6.67,108.11233004830693
Banana,24.0,73.31,171.75,21,4.93,124.94337940242532
Banana,27.91,69.27,340.22,19,5.35,117.49942049413092
Banana,30.12,63.39,127.18,35,6.24,107.84435093142325
Banana,26.14,67.39,223.66,40,4.53,97.45070488439855
Banana,23.38,58.45,436.79,38,3.46,102.74970183687903
Banana,26.56,55.47,130.74,36,5.63,110.38306974998798
Banana,26.18,65.08,40.62,39,5.48,111.61169236862625
Banana,27.35,61.01,60.63,39,4.01,137.9116706202686
Banana,23.39,62.59,290.33,2,7.23,119.00380952449163
Banana,24.49,64.74,137.12,13,6.09,110.56266706415943
Banana,30.07,59.06,309.15,6,6.62,120.26919046884808
Banana,29.28,64.6,18.34,28,4.71,122.01607493636986
Banana,30.49,59.48,410.65,40,5.25,107.66696518665532
Banana,21.45,70.06,54.31,21,5.89,115.46871820529566
Banana,24.34,64.5,466.26,41,6.54,81.82468713116158
Banana,29.97,67.64,86.97,20,5.23,113.0828920212886
Banana,28.78,56.14,238.45,39,4.92,96.62641902081478
Banana,28.22,67.95,77.32,16,6.42,112.78095841430844
Banana,25.91,72.49,181.21,7,5.36,132.65153661837806
Banana,25.14,65.59,353.82,10,7.41,136.68000681209259
Banana,27.1,67.61,173.08,37,5.53,94.8782615336933
Banana,25.65,63.81,17.18,24,6.53,95.5779270487985
Banana,28.58,66.88,25.23,11,5.96,107.01955147880902
Banana,27.11,73.01,179.69,2,5.31,124.3390941984654
Banana,24.09,76.23,28.11,12,5.28,110.93280547282335
Banana,28.9,66.59,69.45,21,5.11,89.81590157318661
Banana,30.76,59.9,73.69,29,7.06,131.86290663391654
Banana,30.96,68.12,203.73,23,6.57,128.24604598630322
Banana,29.02,58.81,321.45,21,8.43,98.34250865468282
Banana,29.06,61.88,188.94,39,5.53,106.2396184304625
Banana,23.52,62.45,156.41,17,5.13,103.37506306904696
Banana,24.99,75.21,276.96,3,6.44,110.1349283964077
Banana,26.49,72.14,158.46,26,6.71,109.52293118676582
Banana,28.78,71.11,487.97,28,4.2,124.88445250951496
Banana,25.2,69.1,317.54,4,5.55,124.08455946156046
Banana,26.08,60.46,38.02,24,4.49,139.85153592079953
Banana,28.68,66.18,207.39,33,4.18,109.81744648484728
Banana,27.41,74.19,437.94,18,5.64,142.54611429781207
Banana,28.0,67.24,100.17,41,5.71,140.64691616467164
Banana,24.67,70.15,417.45,21,4.83,131.22526263097035
Banana,26.04,56.95,220.32,31,5.3,121.40012805451413
Banana,25.59,68.61,402.11,29,6.77,108.92200719455658
Banana,27.0,59.73,353.51,46,5.45,95.67039927602575
Banana,25.7,63.9,133.95,24,6.61,117.97735296323127
Banana,25.29,72.11,186.83,20,5.64,119.94872835368037
Banana,27.38,66.74,494.19,26,5.52,130.0949693785986
Banana,33.29,69.08,361.12,25,5.12,119.92415718134629
Banana,28.75,64.08,267.27,2,6.67,136.74826274592633
Banana,21.66,55.37,429.83,29,6.88,113.93367242176552
Banana,28.05,60.32,390.62,30,4.53,99.74165949649138
Banana,25.46,68.4,154.49,45,4.69,91.47537598409112
Banana,24.18,66.67,202.4,36,4.04,104.90271007355304
Banana,29.11,73.31,485.08,18,6.53,107.50127603435399
Banana,27.23,65.63,233.12,12,6.59,131.18882743023386
Banana,34.46,60.54,59.65,38,4.09,88.92838974706532
Banana,26.66,64.87,173.42,8,5.83,126.02470983645541
Banana,26.32,69.99,206.59,27,5.41,105.2509111834127
Banana,30.59,56.21,350.41,24,6.0,142.54002021852315
Banana,27.07,66.73,28.86,19,5.78,118.42066965969579
Banana,23.83,58.7,20.62,30,5.31,124.42525132230526
Banana,24.36,65.81,17.54,40,4.62,78.98513322795239
Banana,26.01,68.63,408.9,35,4.64,121.14519313523296
Banana,28.97,67.76,300.41,39,5.52,133.26377626040826
Banana,30.82,71.7,71.8,9,5.37,119.79296264646592
Banana,29.41,66.25,29.0,22,6.72,98.89021232211344
Banana,28.7,67.57,271.43,22,4.94,128.08460143969359
Banana,30.29,67.74,28.18,37,4.53,118.97214365042267
Banana,28.86,60.15,294.21,18,5.75,118.3089398812275
Banana,24.29,64.36,359.51,17,6.55,101.58922570268273
Banana,26.34,52.71,333.26,16,6.55,97.42116049236027
Banana,25.45,66.88,389.36,16,7.44,126.78280454195118
Banana,30.79,51.24,174.16,41,4.5,99.24245593140665
Banana,24.14,69.25,125.23,18,5.54,125.99320276970082
Banana,24.19,73.27,384.75,2,6.68,122.40006475239153
Banana,27.51,67.49,8.92,14,5.81,116.69782151426728
Banana,32.79,68.27,161.47,39,5.36,131.71996756439665
Banana,29.2,71.02,96.89,11,6.68,136.12521743698096
Banana,30.13,62.83,216.29,34,4.14,94.57525636800179
Banana,23.68,58.64,231.38,27,4.99,140.84768813711142
Banana,29.01,64.57,115.98,13,5.93,90.28462196745626
Banana,23.67,61.19,92.02,20,5.57,114.20480679036132
Banana,29.19,65.38,375.81,16,5.02,127.54523733585593
Banana,22.29,66.27,354.8,6,6.42,105.51046252407802
Banana,25.98,62.61,30.11,3,7.53,141.84899746668845
Banana,20.84,61.43,56.24,15,6.2,104.46189598848696
